Category,Level1,Level2,Level3,Level4,Button1,,None,Button2,Button3,Total
Samples Data,Samples Program TTL,"Germany",Automotive,Symmetron GmbH,18.23,,0,17.55,37.19,72.96
Samples Data,Samples Program TTL,"Germany",Automotive,TechniSat Elektronik ,65.6,,0,977.58,548.95,1592.14
Samples Data,Samples Program TTL,"Germany",Automotive,TechniSat Vogtland ,0,,0,1.6,0,1.6
Samples Data,Samples Program TTL,"Germany",Automotive,TQ-Systems Durach ,0,,0,0,11.14,11.14
Samples Data,Samples Program TTL,"Germany",Automotive,TQ-Systems GmbH,6.78,,0,11.28,13.8,31.86
Samples Data,Samples Program TTL,"Germany",Automotive,Ultratronik GmbH,0,,0,2.34,7.01,9.35
Samples Data,Samples Program TTL,"Germany",Automotive,Valeo Schalter ,59.77,,0,777.13,107.36,944.27
Samples Data,Samples Program TTL,"Germany",Automotive,Zollner Elektronik ,28.56,,0,19.24,0,47.79
Samples Data,Samples Program TTL,"Germany",Cloud&Data,4Source  ,0.04,,0,0.18,0.16,0.39
Samples Data,Samples Program TTL,"Germany",Cloud&Data,AB-Tron GmbH,15.49,,0,18.35,13.95,47.79
Samples Data,Samples Program TTL,"Germany",Cloud&Data,ABS electronic ,0.35,,0,2.4,0.26,3.02
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Aixtec Components ,3.67,,0,4.52,4.33,12.51
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Asteelflash Eberbach ,0.94,,0,1.74,1.51,4.19
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Atlas Elektronik ,0.11,,0,0.08,0.05,0.25
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Avnet Logistics ,4033.37,,0,8538.66,8173.02,20745.05
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Avnet Silica,55.62,,0,86.55,109.72,251.89
Samples Data,Samples Program TTL,"Germany",Cloud&Data,B GmbH ,0.5,,0,0.43,0.35,1.28
Samples Data,Samples Program TTL,"Germany",Cloud&Data,BFI Betriebstechnik ,1.56,,0,2.67,14.51,18.74
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Binder-Elektronik GmbH,0.77,,0,0.65,0.71,2.13
Samples Data,Samples Program TTL,"Germany",Cloud&Data,BLG Industrielogistik ,31.83,,0,44.94,44.86,121.63
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Boning Automationstechnologie ,0.22,,0,0.18,0.09,0.49
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Bosch Rexroth ,4.22,,0,21.65,13.47,39.34
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Cala Computer ,1.29,,0,1.09,0.59,2.97
Samples Data,Samples Program TTL,"Germany",Cloud&Data,CMS Electronics ,0.52,,0,2.85,2.08,5.45
Samples Data,Samples Program TTL,"Germany",Cloud&Data,DELPHI Deutschland ,41.31,,0,76.72,106.82,224.84
Samples Data,Samples Program TTL,"Germany",Cloud&Data,DIS-TEC Gmbh ,0,,0,2.98,5.67,8.65
Samples Data,Samples Program TTL,"Germany",Cloud&Data,elbe electronic ,0,,0,0,0.08,0.08
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Elotec Fischer ,0.79,,0,50.7,34.08,85.57
Samples Data,Samples Program TTL,"Germany",Cloud&Data,ELWA GmbH,4.58,,0,5.96,18.31,28.85
Samples Data,Samples Program TTL,"Germany",Cloud&Data,ESO Electronic ,0.56,,0,0.51,11.29,12.37
Samples Data,Samples Program TTL,"Germany",Cloud&Data,ETL Elekrotechnik ,85.27,,0,59.78,117.26,262.3
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Exceet electronics ,0,,0,0.04,0.03,0.07
Samples Data,Samples Program TTL,"Germany",Cloud&Data,First Sensor ,3.43,,0,1.37,3.43,8.23
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Fog GmbH,4.58,,0,5.96,18.31,28.85
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Funk-Electronic Piciorgros ,0.04,,0,0,0.07,0.12
Samples Data,Samples Program TTL,"Germany",Cloud&Data,GMS Electronic ,7.06,,0,36.53,24.67,68.26
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Hannusch Industrieelektronik ,0,,0,0.33,0.83,1.16
Samples Data,Samples Program TTL,"Germany",Cloud&Data,hf sensor ,0.29,,0,0.11,0.06,0.45
Samples Data,Samples Program TTL,"Germany",Cloud&Data,High Q ,0.05,,0,0.53,1.11,1.69
Samples Data,Samples Program TTL,"Germany",Cloud&Data,HIRO Innov.+Pr.D.GmbH&Co.KG,0.94,,0,0.13,5.04,6.11
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Hopf Elektronik ,0,,0,0,0.1,0.1
Samples Data,Samples Program TTL,"Germany",Cloud&Data,IMG Electronic ,0.52,,0,14.22,11.89,26.62
Samples Data,Samples Program TTL,"Germany",Cloud&Data,IT-Electronic Service ,0.58,,0,1.45,0.23,2.27
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Ka-Ro electronics ,16.45,,0,110.56,36.4,163.42
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Kraus Hardware ,0.03,,0,0.04,0.08,0.15
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Kurz Industrie-Elektronik ,0.06,,0,0.25,0.96,1.28
Samples Data,Samples Program TTL,"Germany",Cloud&Data,"ML&S Manufacturing, ",0,,0,0.34,0,0.34
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Optilab,5.9,,0,4.47,2.19,12.57
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Pepperl+Fuchs GmbH,10.2,,0,3.99,29.7,43.89
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Periscope GmbH,0,,0,0,0.07,0.07
Samples Data,Samples Program TTL,"Germany",Cloud&Data,RoPro Produktions ,61.68,,0,87.01,99.4,248.1
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Schnoor Industrieelektronik,1.29,,0,2.29,3.03,6.61
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Sequid GmbH,1.5,,0,0.68,0.32,2.51
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Siemens AG ,67.24,,0,32.28,39.81,139.33
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Siemens Erlangen,0,,0,23.46,0,23.46
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Silcos Elektronik,2.04,,0,2.86,2.07,6.97
Samples Data,Samples Program TTL,"Germany",Cloud&Data,SMT & ,0.4,,0,0.34,0.3,1.05
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Smyczek GmbH,6.31,,0,45.93,8.49,60.73
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Symmetron GmbH,40.72,,0,72.67,63.24,176.62
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Tecnotron Elektronik ,0.02,,0,3.25,0.65,3.92
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Tonfunk GmbH,0,,0,21.51,214.44,235.94
Samples Data,Samples Program TTL,"Germany",Cloud&Data,TQ-Systems GmbH,44.27,,0,10.04,57.54,111.85
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Ultratronik GmbH,2.2,,0,0.14,3.78,6.11
Samples Data,Samples Program TTL,"Germany",Cloud&Data,UVT - ,38.02,,0,62.28,42.94,143.25
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Valeo Schalter ,2.1,,0,24.25,1.49,27.84
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Zatron Elektronik ,38.39,,0,0,0,38.39
Samples Data,Samples Program TTL,"Germany",Cloud&Data,Zollner Elektronik ,3550.1,,0,7.52,0.05,3557.68
Samples Data,Samples Program TTL,"Germany",Core Product Grp,4Source  ,5.32,,0,0.95,1.38,7.66
Samples Data,Samples Program TTL,"Germany",Core Product Grp,4tronic GmbH,0,,0,0,0.51,0.51
Samples Data,Samples Program TTL,"Germany",Core Product Grp,A 2000 ,3.62,,0,9.18,21.68,34.49
Samples Data,Samples Program TTL,"Germany",Core Product Grp,A.S.T. - ,6.3,,0,3.62,10.24,20.16
Samples Data,Samples Program TTL,"Germany",Core Product Grp,AB-Tron GmbH,5.33,,0,11.86,5.4,22.59
Samples Data,Samples Program TTL,"Germany",Core Product Grp,ABS electronic ,1.45,,0,9.04,7.78,18.27
Samples Data,Samples Program TTL,"Germany",Core Product Grp,ACH Electronic,0.2,,0,0.16,0.08,0.44
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Ackermann KG,10.94,,0,14.88,3.65,29.46
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Active Antenna ,0.35,,0,0.77,0.57,1.69
Samples Data,Samples Program TTL,"Germany",Core Product Grp,ADOM GmbH,1.74,,0,10.11,7.89,19.74
Samples Data,Samples Program TTL,"Germany",Core Product Grp,AEMtec GmbH,14.82,,0,45.71,14.65,75.18
Samples Data,Samples Program TTL,"Germany",Core Product Grp,AIM GmbH,0.16,,0,0.66,0.35,1.18
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Aixtec Components ,11.96,,0,2.29,6.5,20.75
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Albert Klein ,9.01,,0,1.49,3.33,13.83
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Alpha-Laytron GmbH,0.84,,0,8.99,3.63,13.46
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Amarell Electronic,0,,0,0,25.46,25.46
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Ammonit Measurement ,2.98,,0,6.48,8.18,17.64
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Anton Paar ,0.06,,0,0.01,0.07,0.14
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Aredici Limited,0,,0,0.08,0.11,0.19
Samples Data,Samples Program TTL,"Germany",Core Product Grp,ASM GmbH,2.65,,0,1.82,3.71,8.18
Samples Data,Samples Program TTL,"Germany",Core Product Grp,ASPro GmbH,0,,0,0.14,0.09,0.23
Samples Data,Samples Program TTL,"Germany",Core Product Grp,ASSDEV GmbH,32.46,,0,22.59,51.5,106.55
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Assion Electronic ,0.16,,0,0,0.2,0.36
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Assmy + ,6.2,,0,5.99,2.17,14.36
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Asteelflash Eberbach ,4.7,,0,4.73,8.89,18.32
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Asteelflash Hersfeld ,0,,0,0,0.24,0.24
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Atec Electronic,0.71,,0,12.06,0.47,13.24
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Atlas Elektronik ,12.88,,0,36.63,41.39,90.9
Samples Data,Samples Program TTL,"Germany",Core Product Grp,ATP Elektronik ,1.65,,0,16.72,6.76,25.13
Samples Data,Samples Program TTL,"Germany",Core Product Grp,AURITEC Medizindiagnostische ,11.93,,0,3.98,355.01,370.92
Samples Data,Samples Program TTL,"Germany",Core Product Grp,AUTOMATA GmbH ,1.36,,0,1.48,1.44,4.27
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Automation und ,0.06,,0,0.34,0.1,0.5
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Avnet Logistics ,26940.38,,0,35036.25,44644.49,106621.12
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Avnet Silica,476.7,,0,582.17,869.06,1927.93
Samples Data,Samples Program TTL,"Germany",Core Product Grp,AX Electronics ,0.03,,0,0.02,0,0.05
Samples Data,Samples Program TTL,"Germany",Core Product Grp,AXON Components ,0,,0,10.34,3.45,13.78
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Backes Electronic ,1.48,,0,2.11,1.97,5.57
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Barthen Industrie-Elektronik ,1.3,,0,1.68,11.74,14.72
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Baudisch Electronic ,9.97,,0,15.55,18.91,44.42
Samples Data,Samples Program TTL,"Germany",Core Product Grp,BeanAir GmbH,23.44,,0,11.3,6.24,40.98
Samples Data,Samples Program TTL,"Germany",Core Product Grp,bebro electronic ,14.69,,0,47.69,68.18,130.56
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Becker Avionics ,3.7,,0,5.98,6.08,15.76
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Becker Mining ,2.68,,0,2.79,2.58,8.05
Samples Data,Samples Program TTL,"Germany",Core Product Grp,BEFEGA GmbH,3.35,,0,25.86,9.77,38.98
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Beflex Electronic ,0.37,,0,0,6.1,6.47
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Berlin Space ,0.36,,0,0.54,0.24,1.14
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Bernd Mattis ,0,,0,20.68,6.89,27.57
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Bestec Gmbh,0,,0,2.1,0,2.1
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Bestec- etp ,0.44,,0,1.36,0.3,2.1
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Bieler+Lang GmbH,1.21,,0,0.05,0.47,1.73
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Binder-Elektronik GmbH,0.42,,0,5.04,8.95,14.42
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Birkholz Elektronische ,16.31,,0,8.61,5.84,30.76
Samples Data,Samples Program TTL,"Germany",Core Product Grp,BLB Elektronik ,10.55,,0,50.47,41.43,102.45
Samples Data,Samples Program TTL,"Germany",Core Product Grp,BLG Industrielogistik ,4.08,,0,6.68,10.75,21.51
Samples Data,Samples Program TTL,"Germany",Core Product Grp,BMK Professional ,61.56,,0,127.72,201,390.27
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Bombardier Transportation ,0.1,,0,0.26,0.05,0.4
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Boning Automationstechnologie ,1.13,,0,3.93,2.9,7.96
Samples Data,Samples Program TTL,"Germany",Core Product Grp,BONN Elektronik ,0.24,,0,0.07,0.93,1.24
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Bosch Healthcare ,1.64,,0,0,0.35,1.99
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Bosch Rexroth ,2.16,,0,4,6.01,12.17
Samples Data,Samples Program TTL,"Germany",Core Product Grp,BoxTuning GmbH,0.34,,0,0.1,0.45,0.9
Samples Data,Samples Program TTL,"Germany",Core Product Grp,BRITZE Elektronik ,0.64,,0,3.11,3.07,6.82
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Bruckmann Elektronik ,1.36,,0,1.3,3.16,5.81
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Bus Elektronik ,4.85,,0,2.94,4.03,11.82
Samples Data,Samples Program TTL,"Germany",Core Product Grp,BvR electronic ,2.31,,0,4.6,5,11.91
Samples Data,Samples Program TTL,"Germany",Core Product Grp,CAD Service ,0,,0,1.23,2.17,3.4
Samples Data,Samples Program TTL,"Germany",Core Product Grp,CAD-UL ElectronicServices ,29.21,,0,27.31,388.94,445.46
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Carts GmbH,0,,0,4.23,0.99,5.22
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Cattron-Theimeg Europe ,0.26,,0,0.12,0.24,0.62
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Christian Stapf ,64.69,,0,151.36,40.35,256.4
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Christoph HTF ,0,,0,0.13,0,0.13
Samples Data,Samples Program TTL,"Germany",Core Product Grp,CLARSON APPARATEBAU ,0.05,,0,0.08,0.18,0.31
Samples Data,Samples Program TTL,"Germany",Core Product Grp,CM Manufactory ,2.69,,0,1.4,2.93,7.02
Samples Data,Samples Program TTL,"Germany",Core Product Grp,CMS Electronics ,2.69,,0,2.1,4.62,9.42
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Compudata Informationstechnik ,0,,0,0,1.42,1.42
Samples Data,Samples Program TTL,"Germany",Core Product Grp,comtime GmbH,0.17,,0,0.13,0.11,0.41
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Comtronic GmbH,0,,0,0,0.47,0.47
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Connex GmbH,0,,0,0.03,0.06,0.1
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Conradt Mess- ,1.22,,0,6.72,10.36,18.3
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Conti Temic ,3.82,,0,3.96,7.51,15.29
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Continental Automotive ,18.33,,0,2.16,11.99,32.48
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Continental Villingen,0,,0,60.96,0,60.96
Samples Data,Samples Program TTL,"Germany",Core Product Grp,crossing Informationssysteme ,2.43,,0,0.2,2.59,5.22
Samples Data,Samples Program TTL,"Germany",Core Product Grp,DBK EMS ,14.13,,0,7.33,22.92,44.38
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Delphi Deutschland ,32.92,,0,2.12,23.19,58.23
Samples Data,Samples Program TTL,"Germany",Core Product Grp,DER Elektronik ,2.48,,0,2.47,6.42,11.37
Samples Data,Samples Program TTL,"Germany",Core Product Grp,DEUTA-Werke GmbH,5.11,,0,0,0.58,5.69
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Dialog Semiconductor ,0.97,,0,0.12,0.76,1.85
Samples Data,Samples Program TTL,"Germany",Core Product Grp,DIS-TEC Gmbh ,25.83,,0,25.75,21.84,73.42
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Dittrich & ,0.1,,0,0.08,0.07,0.24
Samples Data,Samples Program TTL,"Germany",Core Product Grp,DOLD GmbH,0.52,,0,0.23,1.41,2.16
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Dommel GmbH,0.37,,0,3.04,15.95,19.36
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Dostmann Electronic ,0,,0,0.56,5.16,5.73
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Dr. Clauss ,0.09,,0,0.49,2.62,3.21
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Dr. Honle ,17.75,,0,14.42,19.28,51.45
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Dr. Johannes ,2.43,,0,6.59,2.57,11.59
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Dr. Neuhaus ,1.67,,0,6.35,3.54,11.56
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Dr. Zinngrebe ,0.15,,0,0.65,1.36,2.16
Samples Data,Samples Program TTL,"Germany",Core Product Grp,DSPECIALISTS Digitale ,0.59,,0,0.48,0.12,1.19
Samples Data,Samples Program TTL,"Germany",Core Product Grp,DUMPS electronic ,9.9,,0,6.02,8.08,24
Samples Data,Samples Program TTL,"Germany",Core Product Grp,EBE Elektro-Bau-Elemente ,14.47,,0,53.18,64.83,132.48
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Eben-Elektronik GmbH,0.74,,0,1.09,1.57,3.4
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Ecker Michelstadt ,0.08,,0,3.41,1.8,5.29
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Ectronic Ecker ,0.02,,0,0.23,0.03,0.28
Samples Data,Samples Program TTL,"Germany",Core Product Grp,EDNT GmbH,0.26,,0,0.2,0.32,0.78
Samples Data,Samples Program TTL,"Germany",Core Product Grp,EES-Elektra Elektronik ,0.05,,0,0.05,0.34,0.44
Samples Data,Samples Program TTL,"Germany",Core Product Grp,EFB GmbH,7.11,,0,14.36,21.8,43.27
Samples Data,Samples Program TTL,"Germany",Core Product Grp,EKER Systemtechnik ,0,,0,5.97,1.43,7.41
Samples Data,Samples Program TTL,"Germany",Core Product Grp,EKS Elektronikservice ,0.14,,0,0.55,0.5,1.19
Samples Data,Samples Program TTL,"Germany",Core Product Grp,eks Engel ,0.1,,0,0.11,0.68,0.89
Samples Data,Samples Program TTL,"Germany",Core Product Grp,elbe electronic ,0.37,,0,0.79,2.43,3.59
Samples Data,Samples Program TTL,"Germany",Core Product Grp,ELCOM Kommunikation ,0.11,,0,0.22,0.97,1.3
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Electronic Geratebau ,1.04,,0,0,1.25,2.29
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Electronic Service ,28.45,,0,30.75,30.86,90.05
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Elektron Systeme ,0.54,,0,7.67,5.76,13.97
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Elektronic Thoma ,29.65,,0,47.44,49.44,126.53
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Elektronikbau Franke ,0.16,,0,0.05,0,0.2
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Elektrotechnik und ,0,,0,0.15,0.15,0.29
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Elma Electronic ,0.37,,0,0.34,0.51,1.21
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Elotec Fischer ,2.67,,0,19.44,8.41,30.53
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Elprog GmbH,23.24,,0,21.09,36.45,80.78
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Elzet 80 ,1.47,,0,0.48,0.88,2.84
Samples Data,Samples Program TTL,"Germany",Core Product Grp,ENGLER Steuer- ,0.07,,0,0.22,0.24,0.53
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Englert Elektronik ,22.61,,0,17.84,11.62,52.08
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Englich-Elektronik GmbH,1.11,,0,0.47,1.13,2.7
Samples Data,Samples Program TTL,"Germany",Core Product Grp,EnviteC-Wismar GmbH,6.99,,0,0.53,1.39,8.91
Samples Data,Samples Program TTL,"Germany",Core Product Grp,EP Elektro ,0.99,,0,1,5.47,7.46
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Epro electronic ,0.39,,0,1.37,1.18,2.94
Samples Data,Samples Program TTL,"Germany",Core Product Grp,ergo: elektronik ,0.21,,0,1.44,0.72,2.36
Samples Data,Samples Program TTL,"Germany",Core Product Grp,ERGSON GmbH,8.34,,0,7.16,10.73,26.23
Samples Data,Samples Program TTL,"Germany",Core Product Grp,ERTEX JACQUARD ,0,,0,0,0,0.01
Samples Data,Samples Program TTL,"Germany",Core Product Grp,ESG-Dienst Hans ,1.15,,0,0,0,1.15
Samples Data,Samples Program TTL,"Germany",Core Product Grp,ESO Electronic ,1.26,,0,1.4,0.77,3.43
Samples Data,Samples Program TTL,"Germany",Core Product Grp,ETB Electronic ,7.9,,0,21.03,10.62,39.55
Samples Data,Samples Program TTL,"Germany",Core Product Grp,ETL Elekrotechnik ,6.94,,0,13.01,14.65,34.6
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Etzrodt HF ,1.42,,0,3.78,1.23,6.42
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Eurodesign Emb ,0.12,,0,0.14,0.77,1.02
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Evotronic GmbH,0.24,,0,0,0,0.24
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Exceet electronics ,0.63,,0,1.47,1.92,4.01
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Fa. Lang ,0,,0,1.2,0,1.2
Samples Data,Samples Program TTL,"Germany",Core Product Grp,FARN COMPUTER ,0.43,,0,0.96,2.41,3.81
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Fasel GmbH ,1.07,,0,0.99,2.31,4.37
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Fercad GmbH,0.03,,0,0.27,0.11,0.41
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Finetech GmbH ,0,,0,0,2.17,2.17
Samples Data,Samples Program TTL,"Germany",Core Product Grp,First Sensor ,0.07,,0,0.53,1.77,2.37
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Flexim GmbH,0.05,,0,0.31,0,0.36
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Fog GmbH,0.12,,0,0.52,0.21,0.86
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Forchheim und ,0.68,,0,1.96,1.58,4.22
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Fraunhofer-IZFP,0.11,,0,0.15,1.81,2.06
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Freyburger Doerk ,0.56,,0,1.19,1.67,3.43
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Fritsch Elektronik ,7.86,,0,35.06,28.51,71.43
Samples Data,Samples Program TTL,"Germany",Core Product Grp,FRIWO Geratebau ,0,,0,0.38,0,0.38
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Funk-Electronic Piciorgros ,0.8,,0,1.87,0.94,3.62
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Futterer Elektronik ,112.29,,0,0.36,1.3,113.96
Samples Data,Samples Program TTL,"Germany",Core Product Grp,G. Glockner ,0.9,,0,0.66,1.56,3.12
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Galaxis Showtechnik ,0.22,,0,0.27,1.14,1.63
Samples Data,Samples Program TTL,"Germany",Core Product Grp,GBS Elektronik ,3.1,,0,0.79,6.69,10.57
Samples Data,Samples Program TTL,"Germany",Core Product Grp,GCD Electronic ,4.59,,0,7.94,5.26,17.8
Samples Data,Samples Program TTL,"Germany",Core Product Grp,GCD Printlayout ,0.33,,0,0.41,1.09,1.83
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Gebr. Bauer ,1.66,,0,0.39,7.76,9.8
Samples Data,Samples Program TTL,"Germany",Core Product Grp,GED Gesellschaft ,0,,0,0,0.1,0.1
Samples Data,Samples Program TTL,"Germany",Core Product Grp,GEMAC Gesellschaft ,13.47,,0,15.85,133.67,162.99
Samples Data,Samples Program TTL,"Germany",Core Product Grp,GHM Messtechnik ,6.29,,0,29,42.23,77.52
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Global Components ,1.9,,0,11.27,2.34,15.5
Samples Data,Samples Program TTL,"Germany",Core Product Grp,GMS Electronic ,40,,0,37.92,61.85,139.78
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Go Systemelektronik ,0.02,,0,0.05,0.05,0.12
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Gonnheimer Elektronic ,1.48,,0,4.13,7.84,13.46
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Gruninger Electronics,4.34,,0,0.06,5.63,10.03
Samples Data,Samples Program TTL,"Germany",Core Product Grp,GS Industrie-Elektronik ,47.46,,0,17.93,71.03,136.43
Samples Data,Samples Program TTL,"Germany",Core Product Grp,GSI Helmholtzzentrum ,1.95,,0,1.58,3.55,7.09
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Gunter Holland,0.02,,0,0.17,0.09,0.27
Samples Data,Samples Program TTL,"Germany",Core Product Grp,H. Timm ,0.01,,0,0.01,0,0.02
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Haberer ProTec ,52.84,,0,41.31,60.14,154.29
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Hannusch Industrieelektronik ,2.36,,0,7.49,12.43,22.28
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Hartmann Elektronik ,2.32,,0,2.63,4.85,9.8
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Hasec-Elektronik GmbH,25.95,,0,35.16,20.33,81.44
Samples Data,Samples Program TTL,"Germany",Core Product Grp,HCS-Elektronik GmbH,0,,0,1.05,2.11,3.16
Samples Data,Samples Program TTL,"Germany",Core Product Grp,Heckner Electronics ,0.42,,0,0.53,0.59,1.54
