Category,Level1,Level2,Level3,Level4,Button1,,None,Button2,Button3,Total
Samples Data,Samples Program TTL,Core Product Grp,"France",CEV - ,0,,0,0.45,0,0.45
Samples Data,Samples Program TTL,Core Product Grp,"France",Cofidur Ems,5.96,,0,6.15,18.71,30.82
Samples Data,Samples Program TTL,Core Product Grp,"France",Copelectronic,0.73,,0,4.91,4.83,10.47
Samples Data,Samples Program TTL,Core Product Grp,"France",Crossway Technologies,2.45,,0,3.06,3.06,8.56
Samples Data,Samples Program TTL,Core Product Grp,"France",Derelek,2.42,,0,0.84,3.02,6.27
Samples Data,Samples Program TTL,Core Product Grp,"France",Easytech,0.14,,0,0.16,0.95,1.25
Samples Data,Samples Program TTL,Core Product Grp,"France",EFER S.A.,7.62,,0,13.03,16.34,36.99
Samples Data,Samples Program TTL,Core Product Grp,"France",EFS,2.48,,0,3.33,1.83,7.65
Samples Data,Samples Program TTL,Core Product Grp,"France",EINEA,0.38,,0,1.01,2.6,3.99
Samples Data,Samples Program TTL,Core Product Grp,"France",Eldim SA,0.01,,0,0.04,0.01,0.05
Samples Data,Samples Program TTL,Core Product Grp,"France",Electro 28,0,,0,0,1.05,1.05
Samples Data,Samples Program TTL,Core Product Grp,"France",Electronique du ,0.07,,0,0.03,0.06,0.15
Samples Data,Samples Program TTL,Core Product Grp,"France",Elekto Industrie,0.03,,0,3.85,1.68,5.56
Samples Data,Samples Program TTL,Core Product Grp,"France",Emka Electronic,0,,0,1.01,0,1.01
Samples Data,Samples Program TTL,Core Product Grp,"France",Eolane Angers,13.6,,0,6.58,13.32,33.5
Samples Data,Samples Program TTL,Core Product Grp,"France",Eolane Combree,5.22,,0,11.39,12.6,29.21
Samples Data,Samples Program TTL,Core Product Grp,"France",Eolane Douarnenez,4.06,,0,5.94,9.18,19.18
Samples Data,Samples Program TTL,Core Product Grp,"France",Eolane Epierre,2.51,,0,7.03,5.39,14.93
Samples Data,Samples Program TTL,Core Product Grp,"France",Eolane Montceau,1.19,,0,4.64,21.75,27.58
Samples Data,Samples Program TTL,Core Product Grp,"France",Eolane Neuilly-en-Thelle,1.85,,0,5.64,8.42,15.91
Samples Data,Samples Program TTL,Core Product Grp,"France",Eolane Roncq,12.76,,0,55.03,10.95,78.74
Samples Data,Samples Program TTL,Core Product Grp,"France",Eolane Saint-Agreve,4.25,,0,7.81,7.29,19.35
Samples Data,Samples Program TTL,Core Product Grp,"France",Eolane Sainte ,2.3,,0,4.9,7.93,15.13
Samples Data,Samples Program TTL,Core Product Grp,"France",Eolane Vailhauques,2.6,,0,0.24,0.91,3.75
Samples Data,Samples Program TTL,Core Product Grp,"France",Eolane Valence,0.69,,0,1.69,1.2,3.58
Samples Data,Samples Program TTL,Core Product Grp,"France",ERAME Electronique,1.13,,0,0.55,0.77,2.45
Samples Data,Samples Program TTL,Core Product Grp,"France",Erelia Systemes ,0,,0,0,0,0.01
Samples Data,Samples Program TTL,Core Product Grp,"France",ERTE,0,,0,0,0.1,0.1
Samples Data,Samples Program TTL,Core Product Grp,"France",ESTELEC INDUSTRIE,2.75,,0,4.52,10.82,18.09
Samples Data,Samples Program TTL,Core Product Grp,"France",ETS JAUNET,4.48,,0,2.15,2.69,9.33
Samples Data,Samples Program TTL,Core Product Grp,"France",Garos Electronique ,0,,0,0,0.53,0.53
Samples Data,Samples Program TTL,Core Product Grp,"France",GEA S.A.,0.49,,0,0.32,0.69,1.5
Samples Data,Samples Program TTL,Core Product Grp,"France",Gunnebo Electronic ,0,,0,0.55,0.49,1.03
Samples Data,Samples Program TTL,Core Product Grp,"France",HFI,0.28,,0,0,0.33,0.61
Samples Data,Samples Program TTL,Core Product Grp,"France",Holdelec,2.36,,0,2.28,1.49,6.13
Samples Data,Samples Program TTL,Core Product Grp,"France",HYDEQUIP,1.36,,0,1.03,2.15,4.54
Samples Data,Samples Program TTL,Core Product Grp,"France",Hydrovideo S.A.R.L.,0.02,,0,0.06,0.02,0.1
Samples Data,Samples Program TTL,Core Product Grp,"France",ICN S.A.,0,,0,77.25,556.21,633.47
Samples Data,Samples Program TTL,Core Product Grp,"France",IDEA S.A.S.,5.41,,0,49.67,45.17,100.26
Samples Data,Samples Program TTL,Core Product Grp,"France",Inovelec Pls ,1.05,,0,0.58,1.35,2.98
Samples Data,Samples Program TTL,Core Product Grp,"France",Ionyx SA,0.23,,0,0.26,0.39,0.88
Samples Data,Samples Program TTL,Core Product Grp,"France",Jean Lutz ,8.7,,0,3.92,7.08,19.7
Samples Data,Samples Program TTL,Core Product Grp,"France",Keltelec,0.2,,0,0.13,0.28,0.6
Samples Data,Samples Program TTL,Core Product Grp,"France",Kiko PSM,0.52,,0,1.96,0.3,2.78
Samples Data,Samples Program TTL,Core Product Grp,"France",Laudren Electronique ,1.03,,0,0.77,2.66,4.46
Samples Data,Samples Program TTL,Core Product Grp,"France",LM Instrumentation,1.24,,0,4.59,8.38,14.21
Samples Data,Samples Program TTL,Core Product Grp,"France",LPA Concepts ,0.03,,0,0.13,0.18,0.35
Samples Data,Samples Program TTL,Core Product Grp,"France",Magneti Marelli ,6.33,,0,0,0,6.33
Samples Data,Samples Program TTL,Core Product Grp,"France",Meas France,0.38,,0,4.17,3.44,7.99
Samples Data,Samples Program TTL,Core Product Grp,"France",Meggitt (Sensorex),21.97,,0,20.33,30.56,72.85
Samples Data,Samples Program TTL,Core Product Grp,"France",Merem,6.24,,0,2.49,0,8.73
Samples Data,Samples Program TTL,Core Product Grp,"France",Metrolog - ,0.57,,0,1.1,1.18,2.85
Samples Data,Samples Program TTL,Core Product Grp,"France",Mirion Technologies,5.63,,0,7.5,1.61,14.74
Samples Data,Samples Program TTL,Core Product Grp,"France",Nanogiga,1.49,,0,3.1,10.93,15.52
Samples Data,Samples Program TTL,Core Product Grp,"France",NKE,0.11,,0,0.3,0.42,0.83
Samples Data,Samples Program TTL,Core Product Grp,"France",Novatech Technologies ,6.21,,0,9.94,13.78,29.93
Samples Data,Samples Program TTL,Core Product Grp,"France",Obiou Societe ,0.01,,0,0.02,0.03,0.07
Samples Data,Samples Program TTL,Core Product Grp,"France",Oceasoft,0.2,,0,0.26,0.35,0.8
Samples Data,Samples Program TTL,Core Product Grp,"France",Omicron S.A.,5.87,,0,6.93,4.93,17.73
Samples Data,Samples Program TTL,Core Product Grp,"France",Ouestronic S.A.,0.1,,0,0.01,0.11,0.21
Samples Data,Samples Program TTL,Core Product Grp,"France",Paratronic,0,,0,0.33,0.33,0.66
Samples Data,Samples Program TTL,Core Product Grp,"France",PGA Electronic,0.02,,0,0.02,0.02,0.06
Samples Data,Samples Program TTL,Core Product Grp,"France",Phenix Electronique,0,,0,0,0.01,0.01
Samples Data,Samples Program TTL,Core Product Grp,"France",Pi-Electronique,8.62,,0,8.75,28.3,45.67
Samples Data,Samples Program TTL,Core Product Grp,"France",Promistel Industries,14.17,,0,8.9,34.6,57.67
Samples Data,Samples Program TTL,Core Product Grp,"France",REC Electronique,2.67,,0,3.59,1.68,7.95
Samples Data,Samples Program TTL,Core Product Grp,"France",REFLEX CES,70.33,,0,73.6,36.89,180.81
Samples Data,Samples Program TTL,Core Product Grp,"France",RFPA,191.31,,0,114.92,0.11,306.33
Samples Data,Samples Program TTL,Core Product Grp,"France",Roux Ste,2.61,,0,4.37,1.61,8.59
Samples Data,Samples Program TTL,Core Product Grp,"France",SAGEM DEFENSE ,76.85,,0,70.35,84.02,231.21
Samples Data,Samples Program TTL,Core Product Grp,"France",Sagemcom,0.98,,0,4.65,3.97,9.6
Samples Data,Samples Program TTL,Core Product Grp,"France",Schneider Electric,30.08,,0,300.77,50.13,380.98
Samples Data,Samples Program TTL,Core Product Grp,"France",SEA Signalisation,8.07,,0,8.54,10.94,27.55
Samples Data,Samples Program TTL,Core Product Grp,"France",Seicer SAS,11.7,,0,0.14,20.32,32.17
Samples Data,Samples Program TTL,Core Product Grp,"France",Selecom,0.09,,0,0.18,0.13,0.4
Samples Data,Samples Program TTL,Core Product Grp,"France",Selva Electronique,46.97,,0,18.73,77.57,143.27
Samples Data,Samples Program TTL,Core Product Grp,"France",Seprolec,3.17,,0,3.22,3.74,10.13
Samples Data,Samples Program TTL,Core Product Grp,"France",Serdi,1.04,,0,0.28,1.72,3.04
Samples Data,Samples Program TTL,Core Product Grp,"France",Sicap Electronique,10.15,,0,6.11,29.16,45.41
Samples Data,Samples Program TTL,Core Product Grp,"France",SIDEREL SA,0.22,,0,1.77,7.75,9.75
Samples Data,Samples Program TTL,Core Product Grp,"France",Silfox SAS,0.05,,0,0.06,0.09,0.2
Samples Data,Samples Program TTL,Core Product Grp,"France",SN Microlide,0.25,,0,0.55,0.53,1.32
Samples Data,Samples Program TTL,Core Product Grp,"France",Space & ,0.31,,0,0.1,0.19,0.6
Samples Data,Samples Program TTL,Core Product Grp,"France",Stramatel,0.07,,0,0,0.21,0.28
Samples Data,Samples Program TTL,Core Product Grp,"France",Syleps,0.16,,0,2.84,5.13,8.13
Samples Data,Samples Program TTL,Core Product Grp,"France",Synergie-Cad,2.22,,0,2.5,1.96,6.68
Samples Data,Samples Program TTL,Core Product Grp,"France",Systech Sarl,0.33,,0,0.19,0.26,0.78
Samples Data,Samples Program TTL,Core Product Grp,"France",Team - ,37.64,,0,8.84,26.36,72.84
Samples Data,Samples Program TTL,Core Product Grp,"France",TFE - ,0.22,,0,0.02,0.01,0.25
Samples Data,Samples Program TTL,Core Product Grp,"France",Thales Communication,84.57,,0,70.76,65.3,220.63
Samples Data,Samples Program TTL,Core Product Grp,"France",Thales Communications,0.03,,0,0.02,0,0.05
Samples Data,Samples Program TTL,Core Product Grp,"France",Thales Microelectronics ,34.25,,0,21.65,4.54,60.44
Samples Data,Samples Program TTL,Core Product Grp,"France",TMA,2.47,,0,4.08,4.57,11.12
Samples Data,Samples Program TTL,Core Product Grp,"France",TME,1.82,,0,1.91,0.66,4.39
Samples Data,Samples Program TTL,Core Product Grp,"France",Unite Mixte ,0.02,,0,0.02,0.02,0.05
Samples Data,Samples Program TTL,Core Product Grp,"France",Valeo,6.33,,0,36.45,8.58,51.35
Samples Data,Samples Program TTL,Core Product Grp,"France",Valeo Comfort ,2.63,,0,1.94,3.6,8.17
Samples Data,Samples Program TTL,Core Product Grp,"France",Visteon La ,93.35,,0,6.06,6.95,106.36
Samples Data,Samples Program TTL,Core Product Grp,"Germany",4Source  ,5.32,,0,0.95,1.38,7.66
Samples Data,Samples Program TTL,Core Product Grp,"Germany",4tronic GmbH,0,,0,0,0.51,0.51
Samples Data,Samples Program TTL,Core Product Grp,"Germany",A 2000 ,3.62,,0,9.18,21.68,34.49
Samples Data,Samples Program TTL,Core Product Grp,"Germany",A.S.T. - ,6.3,,0,3.62,10.24,20.16
Samples Data,Samples Program TTL,Core Product Grp,"Germany",AB-Tron GmbH,5.33,,0,11.86,5.4,22.59
Samples Data,Samples Program TTL,Core Product Grp,"Germany",ABS electronic ,1.45,,0,9.04,7.78,18.27
Samples Data,Samples Program TTL,Core Product Grp,"Germany",ACH Electronic,0.2,,0,0.16,0.08,0.44
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Ackermann KG,10.94,,0,14.88,3.65,29.46
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Active Antenna ,0.35,,0,0.77,0.57,1.69
Samples Data,Samples Program TTL,Core Product Grp,"Germany",ADOM GmbH,1.74,,0,10.11,7.89,19.74
Samples Data,Samples Program TTL,Core Product Grp,"Germany",AEMtec GmbH,14.82,,0,45.71,14.65,75.18
Samples Data,Samples Program TTL,Core Product Grp,"Germany",AIM GmbH,0.16,,0,0.66,0.35,1.18
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Aixtec Components ,11.96,,0,2.29,6.5,20.75
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Albert Klein ,9.01,,0,1.49,3.33,13.83
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Alpha-Laytron GmbH,0.84,,0,8.99,3.63,13.46
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Amarell Electronic,0,,0,0,25.46,25.46
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Ammonit Measurement ,2.98,,0,6.48,8.18,17.64
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Anton Paar ,0.06,,0,0.01,0.07,0.14
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Aredici Limited,0,,0,0.08,0.11,0.19
Samples Data,Samples Program TTL,Core Product Grp,"Germany",ASM GmbH,2.65,,0,1.82,3.71,8.18
Samples Data,Samples Program TTL,Core Product Grp,"Germany",ASPro GmbH,0,,0,0.14,0.09,0.23
Samples Data,Samples Program TTL,Core Product Grp,"Germany",ASSDEV GmbH,32.46,,0,22.59,51.5,106.55
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Assion Electronic ,0.16,,0,0,0.2,0.36
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Assmy + ,6.2,,0,5.99,2.17,14.36
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Asteelflash Eberbach ,4.7,,0,4.73,8.89,18.32
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Asteelflash Hersfeld ,0,,0,0,0.24,0.24
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Atec Electronic,0.71,,0,12.06,0.47,13.24
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Atlas Elektronik ,12.88,,0,36.63,41.39,90.9
Samples Data,Samples Program TTL,Core Product Grp,"Germany",ATP Elektronik ,1.65,,0,16.72,6.76,25.13
Samples Data,Samples Program TTL,Core Product Grp,"Germany",AURITEC Medizindiagnostische ,11.93,,0,3.98,355.01,370.92
Samples Data,Samples Program TTL,Core Product Grp,"Germany",AUTOMATA GmbH ,1.36,,0,1.48,1.44,4.27
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Automation und ,0.06,,0,0.34,0.1,0.5
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Avnet Logistics ,26940.38,,0,35036.25,44644.49,106621.12
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Avnet Silica,476.7,,0,582.17,869.06,1927.93
Samples Data,Samples Program TTL,Core Product Grp,"Germany",AX Electronics ,0.03,,0,0.02,0,0.05
Samples Data,Samples Program TTL,Core Product Grp,"Germany",AXON Components ,0,,0,10.34,3.45,13.78
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Backes Electronic ,1.48,,0,2.11,1.97,5.57
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Barthen Industrie-Elektronik ,1.3,,0,1.68,11.74,14.72
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Baudisch Electronic ,9.97,,0,15.55,18.91,44.42
Samples Data,Samples Program TTL,Core Product Grp,"Germany",BeanAir GmbH,23.44,,0,11.3,6.24,40.98
Samples Data,Samples Program TTL,Core Product Grp,"Germany",bebro electronic ,14.69,,0,47.69,68.18,130.56
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Becker Avionics ,3.7,,0,5.98,6.08,15.76
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Becker Mining ,2.68,,0,2.79,2.58,8.05
Samples Data,Samples Program TTL,Core Product Grp,"Germany",BEFEGA GmbH,3.35,,0,25.86,9.77,38.98
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Beflex Electronic ,0.37,,0,0,6.1,6.47
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Berlin Space ,0.36,,0,0.54,0.24,1.14
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Bernd Mattis ,0,,0,20.68,6.89,27.57
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Bestec Gmbh,0,,0,2.1,0,2.1
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Bestec- etp ,0.44,,0,1.36,0.3,2.1
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Bieler+Lang GmbH,1.21,,0,0.05,0.47,1.73
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Binder-Elektronik GmbH,0.42,,0,5.04,8.95,14.42
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Birkholz Elektronische ,16.31,,0,8.61,5.84,30.76
Samples Data,Samples Program TTL,Core Product Grp,"Germany",BLB Elektronik ,10.55,,0,50.47,41.43,102.45
Samples Data,Samples Program TTL,Core Product Grp,"Germany",BLG Industrielogistik ,4.08,,0,6.68,10.75,21.51
Samples Data,Samples Program TTL,Core Product Grp,"Germany",BMK Professional ,61.56,,0,127.72,201,390.27
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Bombardier Transportation ,0.1,,0,0.26,0.05,0.4
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Boning Automationstechnologie ,1.13,,0,3.93,2.9,7.96
Samples Data,Samples Program TTL,Core Product Grp,"Germany",BONN Elektronik ,0.24,,0,0.07,0.93,1.24
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Bosch Healthcare ,1.64,,0,0,0.35,1.99
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Bosch Rexroth ,2.16,,0,4,6.01,12.17
Samples Data,Samples Program TTL,Core Product Grp,"Germany",BoxTuning GmbH,0.34,,0,0.1,0.45,0.9
Samples Data,Samples Program TTL,Core Product Grp,"Germany",BRITZE Elektronik ,0.64,,0,3.11,3.07,6.82
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Bruckmann Elektronik ,1.36,,0,1.3,3.16,5.81
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Bus Elektronik ,4.85,,0,2.94,4.03,11.82
Samples Data,Samples Program TTL,Core Product Grp,"Germany",BvR electronic ,2.31,,0,4.6,5,11.91
Samples Data,Samples Program TTL,Core Product Grp,"Germany",CAD Service ,0,,0,1.23,2.17,3.4
Samples Data,Samples Program TTL,Core Product Grp,"Germany",CAD-UL ElectronicServices ,29.21,,0,27.31,388.94,445.46
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Carts GmbH,0,,0,4.23,0.99,5.22
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Cattron-Theimeg Europe ,0.26,,0,0.12,0.24,0.62
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Christian Stapf ,64.69,,0,151.36,40.35,256.4
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Christoph HTF ,0,,0,0.13,0,0.13
Samples Data,Samples Program TTL,Core Product Grp,"Germany",CLARSON APPARATEBAU ,0.05,,0,0.08,0.18,0.31
Samples Data,Samples Program TTL,Core Product Grp,"Germany",CM Manufactory ,2.69,,0,1.4,2.93,7.02
Samples Data,Samples Program TTL,Core Product Grp,"Germany",CMS Electronics ,2.69,,0,2.1,4.62,9.42
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Compudata Informationstechnik ,0,,0,0,1.42,1.42
Samples Data,Samples Program TTL,Core Product Grp,"Germany",comtime GmbH,0.17,,0,0.13,0.11,0.41
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Comtronic GmbH,0,,0,0,0.47,0.47
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Connex GmbH,0,,0,0.03,0.06,0.1
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Conradt Mess- ,1.22,,0,6.72,10.36,18.3
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Conti Temic ,3.82,,0,3.96,7.51,15.29
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Continental Automotive ,18.33,,0,2.16,11.99,32.48
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Continental Villingen,0,,0,60.96,0,60.96
Samples Data,Samples Program TTL,Core Product Grp,"Germany",crossing Informationssysteme ,2.43,,0,0.2,2.59,5.22
Samples Data,Samples Program TTL,Core Product Grp,"Germany",DBK EMS ,14.13,,0,7.33,22.92,44.38
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Delphi Deutschland ,32.92,,0,2.12,23.19,58.23
Samples Data,Samples Program TTL,Core Product Grp,"Germany",DER Elektronik ,2.48,,0,2.47,6.42,11.37
Samples Data,Samples Program TTL,Core Product Grp,"Germany",DEUTA-Werke GmbH,5.11,,0,0,0.58,5.69
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Dialog Semiconductor ,0.97,,0,0.12,0.76,1.85
Samples Data,Samples Program TTL,Core Product Grp,"Germany",DIS-TEC Gmbh ,25.83,,0,25.75,21.84,73.42
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Dittrich & ,0.1,,0,0.08,0.07,0.24
Samples Data,Samples Program TTL,Core Product Grp,"Germany",DOLD GmbH,0.52,,0,0.23,1.41,2.16
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Dommel GmbH,0.37,,0,3.04,15.95,19.36
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Dostmann Electronic ,0,,0,0.56,5.16,5.73
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Dr. Clauss ,0.09,,0,0.49,2.62,3.21
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Dr. Honle ,17.75,,0,14.42,19.28,51.45
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Dr. Johannes ,2.43,,0,6.59,2.57,11.59
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Dr. Neuhaus ,1.67,,0,6.35,3.54,11.56
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Dr. Zinngrebe ,0.15,,0,0.65,1.36,2.16
Samples Data,Samples Program TTL,Core Product Grp,"Germany",DSPECIALISTS Digitale ,0.59,,0,0.48,0.12,1.19
Samples Data,Samples Program TTL,Core Product Grp,"Germany",DUMPS electronic ,9.9,,0,6.02,8.08,24
Samples Data,Samples Program TTL,Core Product Grp,"Germany",EBE Elektro-Bau-Elemente ,14.47,,0,53.18,64.83,132.48
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Eben-Elektronik GmbH,0.74,,0,1.09,1.57,3.4
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Ecker Michelstadt ,0.08,,0,3.41,1.8,5.29
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Ectronic Ecker ,0.02,,0,0.23,0.03,0.28
Samples Data,Samples Program TTL,Core Product Grp,"Germany",EDNT GmbH,0.26,,0,0.2,0.32,0.78
Samples Data,Samples Program TTL,Core Product Grp,"Germany",EES-Elektra Elektronik ,0.05,,0,0.05,0.34,0.44
Samples Data,Samples Program TTL,Core Product Grp,"Germany",EFB GmbH,7.11,,0,14.36,21.8,43.27
Samples Data,Samples Program TTL,Core Product Grp,"Germany",EKER Systemtechnik ,0,,0,5.97,1.43,7.41
Samples Data,Samples Program TTL,Core Product Grp,"Germany",EKS Elektronikservice ,0.14,,0,0.55,0.5,1.19
Samples Data,Samples Program TTL,Core Product Grp,"Germany",eks Engel ,0.1,,0,0.11,0.68,0.89
Samples Data,Samples Program TTL,Core Product Grp,"Germany",elbe electronic ,0.37,,0,0.79,2.43,3.59
Samples Data,Samples Program TTL,Core Product Grp,"Germany",ELCOM Kommunikation ,0.11,,0,0.22,0.97,1.3
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Electronic Geratebau ,1.04,,0,0,1.25,2.29
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Electronic Service ,28.45,,0,30.75,30.86,90.05
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Elektron Systeme ,0.54,,0,7.67,5.76,13.97
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Elektronic Thoma ,29.65,,0,47.44,49.44,126.53
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Elektronikbau Franke ,0.16,,0,0.05,0,0.2
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Elektrotechnik und ,0,,0,0.15,0.15,0.29
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Elma Electronic ,0.37,,0,0.34,0.51,1.21
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Elotec Fischer ,2.67,,0,19.44,8.41,30.53
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Elprog GmbH,23.24,,0,21.09,36.45,80.78
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Elzet 80 ,1.47,,0,0.48,0.88,2.84
Samples Data,Samples Program TTL,Core Product Grp,"Germany",ENGLER Steuer- ,0.07,,0,0.22,0.24,0.53
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Englert Elektronik ,22.61,,0,17.84,11.62,52.08
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Englich-Elektronik GmbH,1.11,,0,0.47,1.13,2.7
Samples Data,Samples Program TTL,Core Product Grp,"Germany",EnviteC-Wismar GmbH,6.99,,0,0.53,1.39,8.91
Samples Data,Samples Program TTL,Core Product Grp,"Germany",EP Elektro ,0.99,,0,1,5.47,7.46
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Epro electronic ,0.39,,0,1.37,1.18,2.94
Samples Data,Samples Program TTL,Core Product Grp,"Germany",ergo: elektronik ,0.21,,0,1.44,0.72,2.36
Samples Data,Samples Program TTL,Core Product Grp,"Germany",ERGSON GmbH,8.34,,0,7.16,10.73,26.23
Samples Data,Samples Program TTL,Core Product Grp,"Germany",ERTEX JACQUARD ,0,,0,0,0,0.01
Samples Data,Samples Program TTL,Core Product Grp,"Germany",ESG-Dienst Hans ,1.15,,0,0,0,1.15
Samples Data,Samples Program TTL,Core Product Grp,"Germany",ESO Electronic ,1.26,,0,1.4,0.77,3.43
Samples Data,Samples Program TTL,Core Product Grp,"Germany",ETB Electronic ,7.9,,0,21.03,10.62,39.55
Samples Data,Samples Program TTL,Core Product Grp,"Germany",ETL Elekrotechnik ,6.94,,0,13.01,14.65,34.6
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Etzrodt HF ,1.42,,0,3.78,1.23,6.42
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Eurodesign Emb ,0.12,,0,0.14,0.77,1.02
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Evotronic GmbH,0.24,,0,0,0,0.24
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Exceet electronics ,0.63,,0,1.47,1.92,4.01
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Fa. Lang ,0,,0,1.2,0,1.2
Samples Data,Samples Program TTL,Core Product Grp,"Germany",FARN COMPUTER ,0.43,,0,0.96,2.41,3.81
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Fasel GmbH ,1.07,,0,0.99,2.31,4.37
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Fercad GmbH,0.03,,0,0.27,0.11,0.41
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Finetech GmbH ,0,,0,0,2.17,2.17
Samples Data,Samples Program TTL,Core Product Grp,"Germany",First Sensor ,0.07,,0,0.53,1.77,2.37
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Flexim GmbH,0.05,,0,0.31,0,0.36
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Fog GmbH,0.12,,0,0.52,0.21,0.86
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Forchheim und ,0.68,,0,1.96,1.58,4.22
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Fraunhofer-IZFP,0.11,,0,0.15,1.81,2.06
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Freyburger Doerk ,0.56,,0,1.19,1.67,3.43
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Fritsch Elektronik ,7.86,,0,35.06,28.51,71.43
Samples Data,Samples Program TTL,Core Product Grp,"Germany",FRIWO Geratebau ,0,,0,0.38,0,0.38
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Funk-Electronic Piciorgros ,0.8,,0,1.87,0.94,3.62
Samples Data,Samples Program TTL,Core Product Grp,"Germany",Futterer Elektronik ,112.29,,0,0.36,1.3,113.96
Samples Data,Samples Program TTL,Core Product Grp,"Germany",G. Glockner ,0.9,,0,0.66,1.56,3.12
